Geneid,comparison,genename,bnum
CDS:b0047:kefC:potassium:proton_antiporter:cds45:+:1862:NC_000913.3,WT0_WT150.WT150_dRpoS150,kefC,b0047
"IGR:(CDS,b0047,kefC,potassium,proton_antiporter,cds45,+,1862/CDS,b0048,folA,dihydrofolate_reductase,cds46,+,479):+:140:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0049:apaH:diadenosine_tetraphosphatase:cds47:-:842:NC_000913.3,WT0_WT150.WT150_dRpoS150,apaH,b0049
AS_CDS:b0049:apaH:diadenosine_tetraphosphatase:cds47:-:842:NC_000913.3,WT0_WT150.WT150_dRpoS150,apaH,b0049
AS_gene:b4659:yabP:-:gene55:+:805:NC_000913.3,WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:-:yabP:-:cds54:+:227:NC_000913.3,WT0_WT150.WT150_dRpoS150,yabP,NA
CDS:b0058:rluA:dual_specificity_23S_rRNA_pseudouridine746%2C_tRNA_pseudouridine32_synthase%2C_SAM-dependent:cds55:-:659:NC_000913.3,WT0_WT150.WT150_dRpoS150,rluA,b0058
CDS:b0059:rapA:RNA_polymerase_remodeling/recycling_factor_ATPase%3B_RNA_polymerase-associated%2C_ATP-dependent_RNA_translocase:cds56:-:2906:NC_000913.3,WT0_WT150.WT150_dRpoS150,rapA,b0059
"AS_IGR:(CDS,b0059,rapA,RNA_polymerase_remodeling/recycling_factor_ATPase%3B_RNA_polymerase-associated%2C_ATP-dependent_RNA_translocase,cds56,-,2906/CDS,b0060,polB,DNA_polymerase_II,cds57,-,2351):+:113:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0060:polB:DNA_polymerase_II:cds57:-:2351:NC_000913.3,WT0_WT150.WT150_dRpoS150,polB,b0060
"AS_IGR:(CDS,b0060,polB,DNA_polymerase_II,cds57,-,2351/CDS,b0061,araD,L-ribulose-5-phosphate_4-epimerase,cds58,-,695):+:23:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b0080,cra,transcriptional_repressor-activator_for_carbon_metabolism,cds77,+,1004/CDS,b0081,mraZ,RsmH_methytransferase_inhibitor,cds78,+,458):+:550:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0097:secM:regulator_of_secA_translation:cds94:+:512:NC_000913.3,WT0_WT150.WT150_dRpoS150,secM,b0097
"IGR:(CDS,b0097,secM,regulator_of_secA_translation,cds94,+,512/CDS,b0098,secA,preprotein_translocase_subunit%2C_ATPase,cds95,+,2705):+:10:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0109:nadC:quinolinate_phosphoribosyltransferase:cds104:-:893:NC_000913.3,WT0_WT150.WT150_dRpoS150,nadC,b0109
"IGR:(CDS,b0115,aceF,pyruvate_dehydrogenase%2C_dihydrolipoyltransacetylase_component_E2,cds110,+,1892/CDS,b0116,lpd,dihydrolipoyl_dehydrogenase%3B_E3_component_of_pyruvate_and_2-oxoglutarate_dehydrogenases_complexes%3B_glycine_cleavage_system_L_protein%3B_dihydrolipoamide_dehydrogenase,cds111,+,1424):+:273:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0116:lpd:dihydrolipoyl_dehydrogenase%3B_E3_component_of_pyruvate_and_2-oxoglutarate_dehydrogenases_complexes%3B_glycine_cleavage_system_L_protein%3B_dihydrolipoamide_dehydrogenase:cds111:+:1424:NC_000913.3,WT0_WT150.WT150_dRpoS150,lpd,b0116
"IGR:(CDS,b0116,lpd,dihydrolipoyl_dehydrogenase%3B_E3_component_of_pyruvate_and_2-oxoglutarate_dehydrogenases_complexes%3B_glycine_cleavage_system_L_protein%3B_dihydrolipoamide_dehydrogenase,cds111,+,1424/CDS,b0117,yacH,DUF3300_family_protein,cds112,-,1853):+:9:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0117:yacH:DUF3300_family_protein:cds112:-:1853:NC_000913.3,WT0_WT150.WT150_dRpoS150,yacH,b0117
AS_CDS:b0117:yacH:DUF3300_family_protein:cds112:-:1853:NC_000913.3,WT0_WT150.WT150_dRpoS150,yacH,b0117
CDS:b0118:acnB:aconitate_hydratase_2%3B_aconitase_B%3B_2-methyl-cis-aconitate_hydratase:cds113:+:2597:NC_000913.3,WT0_WT150.WT150_dRpoS150,acnB,b0118
"IGR:(CDS,b0118,acnB,aconitate_hydratase_2%3B_aconitase_B%3B_2-methyl-cis-aconitate_hydratase,cds113,+,2597/CDS,b0119,yacL,UPF0231_family_protein,cds114,+,362):+:124:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0123:cueO:multicopper_oxidase_laccase:cds118:+:1550:NC_000913.3,WT0_WT150.WT150_dRpoS150,cueO,b0123
"IGR:(CDS,b0123,cueO,multicopper_oxidase_laccase,cds118,+,1550/CDS,b0124,gcd,glucose_dehydrogenase,cds119,-,2390):+:140:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b0130:yadE:putative_polysaccharide_deacetylase_lipoprotein:cds125:+:1229:NC_000913.3,WT0_WT150.WT150_dRpoS150,yadE,b0130
CDS:b0131:panD:aspartate_1-decarboxylase:cds126:-:380:NC_000913.3,WT0_WT150.WT150_dRpoS150,panD,b0131
AS_CDS:b0143:pcnB:polyA_polymerase:cds138:-:1397:NC_000913.3,WT0_WT150.WT150_dRpoS150,pcnB,b0143
CDS:b0146:sfsA:sugar_fermentation_stimulation_protein_A:cds141:-:704:NC_000913.3,WT0_WT150.WT150_dRpoS150,sfsA,b0146
CDS:b0153:fhuB:iron3+-hydroxamate_import_ABC_transporter_permease:cds148:+:1982:NC_000913.3,WT0_WT150.WT150_dRpoS150,fhuB,b0153
"IGR:(CDS,b0154,hemL,glutamate-1-semialdehyde_aminotransferase_aminomutase,cds149,-,1280/CDS,b0155,clcA,H+/Cl-_exchange_transporter,cds150,+,1421):+:183:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0155:clcA:H+/Cl-_exchange_transporter:cds150:+:1421:NC_000913.3,WT0_WT150.WT150_dRpoS150,clcA,b0155
CDS:b0166:dapD:2%2C3%2C4%2C5-tetrahydropyridine-2-carboxylate_N-succinyltransferase:cds160:-:824:NC_000913.3,WT0_WT150.WT150_dRpoS150,dapD,b0166
CDS:b0174:ispU:undecaprenyl_pyrophosphate_synthase:cds168:+:761:NC_000913.3,WT0_WT150.WT150_dRpoS150,ispU,b0174
CDS:b0186:ldcC:lysine_decarboxylase_2%2C_constitutive:cds180:+:2141:NC_000913.3,WT0_WT150.WT150_dRpoS150,ldcC,b0186
CDS:b0187:yaeR:putative_lyase:cds181:+:389:NC_000913.3,WT0_WT150.WT150_dRpoS150,yaeR,b0187
CDS:b0191:arfB:alternative_stalled-ribosome_rescue_factor_B%3B_peptidyl-tRNA_hydrolase%2C_ribosome-attached:cds186:+:422:NC_000913.3,WT0_WT150.WT150_dRpoS150,arfB,b0191
CDS:b0192:nlpE:lipoprotein_involved_with_copper_homeostasis_and_adhesion:cds187:+:710:NC_000913.3,WT0_WT150.WT150_dRpoS150,nlpE,b0192
CDS:b0193:yaeF:putative_lipoprotein:cds188:-:824:NC_000913.3,WT0_WT150.WT150_dRpoS150,yaeF,b0193
CDS:b0200:gmhB:D%2CD-heptose_1%2C7-bisphosphate_phosphatase:cds195:+:575:NC_000913.3,WT0_WT150.WT150_dRpoS150,gmhB,b0200
AS_CDS:b4503:yafF:-:cds208:+:272:NC_000913.3,WT0_WT150.WT150_dRpoS150,yafF,b4503
CDS:b0220:ivy:inhibitor_of_c-type_lysozyme%2C_periplasmic:cds210:+:473:NC_000913.3,WT0_WT150.WT150_dRpoS150,ivy,b0220
AS_CDS:b0221:fadE:acyl_coenzyme_A_dehydrogenase:cds211:-:2444:NC_000913.3,WT0_WT150.WT150_dRpoS150,fadE,b0221
CDS:b0227:yafL:putative_lipoprotein_and_C40_family_peptidase:cds217:+:749:NC_000913.3,WT0_WT150.WT150_dRpoS150,yafL,b0227
CDS:b0228:rayT:RAYT_REP_element-mobilizing_transposase%3B_TnpAREP:cds218:+:497:NC_000913.3,WT0_WT150.WT150_dRpoS150,rayT,b0228
"IGR:(CDS,b0234,yafP,GNAT_family_putative_N-acetyltransferase,cds224,+,452/CDS,b0235,ykfJ,-,cds225,+,206):+:266:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b0261:mmuM:CP4-6_prophage%3B_S-methylmethionine:homocysteine_methyltransferase:cds253:+:932:NC_000913.3,WT0_WT150.WT150_dRpoS150,mmuM,b0261
CDS:b0272:yagI:CP4-6_prophage%3B_putative_DNA-binding_transcriptional_regulator:cds266:-:758:NC_000913.3,WT0_WT150.WT150_dRpoS150,yagI,b0272
"IGR:(CDS,b0280,yagN,CP4-6_prophage%3B_uncharacterized_protein,cds275,-,440/CDS,b0281,intF,CP4-6_prophage%3B_putative_phage_integrase,cds276,-,1400):+:65:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b0281:intF:CP4-6_prophage%3B_putative_phage_integrase:cds276:-:1400:NC_000913.3,WT0_WT150.WT150_dRpoS150,intF,b0281
CDS:b0283:paoD:moco_insertion_factor_for_PaoABC_aldehyde_oxidoreductase:cds279:-:956:NC_000913.3,WT0_WT150.WT150_dRpoS150,paoD,b0283
CDS:b0284:paoC:PaoABC_aldehyde_oxidoreductase%2C_Moco-containing_subunit:cds280:-:2198:NC_000913.3,WT0_WT150.WT150_dRpoS150,paoC,b0284
CDS:b0285:paoB:PaoABC_aldehyde_oxidoreductase%2C_FAD-containing_subunit:cds281:-:956:NC_000913.3,WT0_WT150.WT150_dRpoS150,paoB,b0285
CDS:b0286:paoA:PaoABC_aldehyde_oxidoreductase%2C_2Fe-2S_subunit:cds282:-:689:NC_000913.3,WT0_WT150.WT150_dRpoS150,paoA,b0286
AS_CDS:b0290:ecpD:polymerized_tip_adhesin_of_ECP_fibers:cds286:-:1643:NC_000913.3,WT0_WT150.WT150_dRpoS150,ecpD,b0290
CDS:b0291:ecpC:ECP_production_outer_membrane_protein:cds287:-:2525:NC_000913.3,WT0_WT150.WT150_dRpoS150,ecpC,b0291
AS_mobile_genetic_element:-:-:-:id48:+:1254:NC_000913.3,WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b0299:insF1:IS3_transposase_B:cds298:+:866:NC_000913.3,WT0_WT150.WT150_dRpoS150,insF1,b0299
CDS:b0304:rclA:reactive_chlorine_stress_species_RCS_resistance_protein%3B_pyridine_nucleotide-dependent_disulfide_oxidoreductase_family:cds303:-:1325:NC_000913.3,WT0_WT150.WT150_dRpoS150,rclA,b0304
"AS_IGR:(CDS,b0304,rclA,reactive_chlorine_stress_species_RCS_resistance_protein%3B_pyridine_nucleotide-dependent_disulfide_oxidoreductase_family,cds303,-,1325/CDS,b0305,rclR,reactive_chlorine_species_RCS-specific_activator_of_the_rcl_genes,cds304,+,854):+:184:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b0314:betT:choline_transporter_of_high_affinity:cds312:+:2033:NC_000913.3,WT0_WT150.WT150_dRpoS150,betT,b0314
"AS_IGR:(CDS,b0314,betT,choline_transporter_of_high_affinity,cds312,+,2033/CDS,b0315,yahA,c-di-GMP-specific_phosphodiesterase,cds313,+,1088):+:823:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b0321:yahG:DUF1116_family_protein:cds319:+:1418:NC_000913.3,WT0_WT150.WT150_dRpoS150,yahG,b0321
"IGR:(CDS,b0321,yahG,DUF1116_family_protein,cds319,+,1418/CDS,b0323,yahI,carbamate_kinase-like_protein,cds320,+,950):+:370:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b0321,yahG,DUF1116_family_protein,cds319,+,1418/CDS,b0323,yahI,carbamate_kinase-like_protein,cds320,+,950):+:370:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0325:yahK:broad_specificity_NADPH-dependent_aldehyde_reductase%2C_Zn-containing:cds322:+:1049:NC_000913.3,WT0_WT150.WT150_dRpoS150,yahK,b0325
"IGR:(CDS,b0325,yahK,broad_specificity_NADPH-dependent_aldehyde_reductase%2C_Zn-containing,cds322,+,1049/CDS,b0326,yahL,uncharacterized_protein,cds323,+,815):+:191:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b0328,yahN,amino_acid_exporter_for_proline%2C_lysine%2C_glutamate%2C_homoserine,cds325,-,671/CDS,b0329,yahO,periplasmic_protein%2C_function_unknown%2C_YhcN_family,cds326,+,275):+:105:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0329:yahO:periplasmic_protein%2C_function_unknown%2C_YhcN_family:cds326:+:275:NC_000913.3,WT0_WT150.WT150_dRpoS150,yahO,b0329
"IGR:(CDS,b0329,yahO,periplasmic_protein%2C_function_unknown%2C_YhcN_family,cds326,+,275/CDS,b0330,prpR,propionate_catabolism_operon_regulatory_protein,cds327,-,1586):+:36:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b0330:prpR:propionate_catabolism_operon_regulatory_protein:cds327:-:1586:NC_000913.3,WT0_WT150.WT150_dRpoS150,prpR,b0330
CDS:b0331:prpB:2-methylisocitrate_lyase:cds328:+:890:NC_000913.3,WT0_WT150.WT150_dRpoS150,prpB,b0331
"IGR:(CDS,b0331,prpB,2-methylisocitrate_lyase,cds328,+,890/CDS,b0333,prpC,2-methylcitrate_synthase,cds329,+,1169):+:388:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0333:prpC:2-methylcitrate_synthase:cds329:+:1169:NC_000913.3,WT0_WT150.WT150_dRpoS150,prpC,b0333
CDS:b0334:prpD:2-methylcitrate_dehydratase:cds330:+:1451:NC_000913.3,WT0_WT150.WT150_dRpoS150,prpD,b0334
CDS:b0335:prpE:propionate--CoA_ligase:cds331:+:1886:NC_000913.3,WT0_WT150.WT150_dRpoS150,prpE,b0335
"IGR:(CDS,b0335,prpE,propionate--CoA_ligase,cds331,+,1886/CDS,b0336,codB,cytosine_transporter,cds332,+,1259):+:278:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b0337,codA,cytosine/isoguanine_deaminase,cds333,+,1283/CDS,b0338,cynR,transcriptional_activator_of_cyn_operon%3B_autorepressor,cds334,-,899):+:275:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b0344:lacZ:beta-D-galactosidase:cds340:-:3074:NC_000913.3,WT0_WT150.WT150_dRpoS150,lacZ,b0344
AS_CDS:b0363:yaiP:putative_family_2_glycosyltransferase:cds358:-:1196:NC_000913.3,WT0_WT150.WT150_dRpoS150,yaiP,b0363
AS_CDS:b0372:insF1:IS3_transposase_B:cds366:-:866:NC_000913.3,WT0_WT150.WT150_dRpoS150,insF1,b0372
AS_mobile_genetic_element:-:-:-:id60:-:1257:NC_000913.3,WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b0376,ampH,D-alanyl-D-alanine-carboxypeptidase/endopeptidase%3B_penicillin-binding_protein%3B_weak_beta-lactamase,cds369,-,1157/CDS,b0377,sbmA,peptide_antibiotic_transporter,cds370,+,1220):+:310:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0382:iraP:anti-RssB_factor%2C_RpoS_stabilzer_during_Pi_starvation%3B_anti-adapter_protein:cds375:+:260:NC_000913.3,WT0_WT150.WT150_dRpoS150,iraP,b0382
"IGR:(CDS,b0382,iraP,anti-RssB_factor%2C_RpoS_stabilzer_during_Pi_starvation%3B_anti-adapter_protein,cds375,+,260/CDS,b0383,phoA,bacterial_alkaline_phosphatase,cds376,+,1415):+:49:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0383:phoA:bacterial_alkaline_phosphatase:cds376:+:1415:NC_000913.3,WT0_WT150.WT150_dRpoS150,phoA,b0383
CDS:b0384:psiF:PsiF_family_protein:cds377:+:320:NC_000913.3,WT0_WT150.WT150_dRpoS150,psiF,b0384
"IGR:(CDS,b0384,psiF,PsiF_family_protein,cds377,+,320/CDS,b0385,yaiC,diguanylate_cyclase%2C_cellulose_regualtor,cds378,+,1115):+:50:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0385:yaiC:diguanylate_cyclase%2C_cellulose_regualtor:cds378:+:1115:NC_000913.3,WT0_WT150.WT150_dRpoS150,yaiC,b0385
CDS:b0387:yaiI:UPF0178_family_protein:cds380:+:458:NC_000913.3,WT0_WT150.WT150_dRpoS150,yaiI,b0387
CDS:b0389:yaiA:OxyR-regulated_conserved_protein:cds382:+:191:NC_000913.3,WT0_WT150.WT150_dRpoS150,yaiA,b0389
"IGR:(CDS,b0389,yaiA,OxyR-regulated_conserved_protein,cds382,+,191/CDS,b0390,aroM,AroM_family_protein,cds383,+,677):+:206:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b0394,mak,mannofructokinase,cds387,+,908/CDS,b0396,araJ,L-arabinose-inducible_putative_transporter%2C_MFS_family,cds388,-,1184):+:183:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0398:sbcD:exonuclease%2C_dsDNA%2C_ATP-dependent:cds390:-:1202:NC_000913.3,WT0_WT150.WT150_dRpoS150,sbcD,b0398
CDS:b0404:acpH:acyl_carrier_protein_ACP_phosphodiesterase%3B_ACP_hydrolyase:cds396:-:581:NC_000913.3,WT0_WT150.WT150_dRpoS150,acpH,b0404
"AS_IGR:(CDS,b0404,acpH,acyl_carrier_protein_ACP_phosphodiesterase%3B_ACP_hydrolyase,cds396,-,581/CDS,b0405,queA,S-adenosylmethionine,tRNA_ribosyltransferase-isomerase,cds397,+,1070):+:51:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b0405:queA:S-adenosylmethionine:tRNA_ribosyltransferase-isomerase:cds397:+:1070:NC_000913.3,WT0_WT150.WT150_dRpoS150,queA,b0405
CDS:b0406:tgt:tRNA-guanine_transglycosylase:cds398:+:1127:NC_000913.3,WT0_WT150.WT150_dRpoS150,tgt,b0406
CDS:b0408:secD:SecYEG_protein_translocase_auxillary_subunit:cds400:+:1847:NC_000913.3,WT0_WT150.WT150_dRpoS150,secD,b0408
CDS:b0411:tsx:nucleoside_channel%2C_receptor_of_phage_T6_and_colicin_K:cds403:-:884:NC_000913.3,WT0_WT150.WT150_dRpoS150,tsx,b0411
CDS:b0412:yajI:putative_lipoprotein:cds404:-:539:NC_000913.3,WT0_WT150.WT150_dRpoS150,yajI,b0412
CDS:b0419:yajO:2-carboxybenzaldehyde_reductase:cds411:-:974:NC_000913.3,WT0_WT150.WT150_dRpoS150,yajO,b0419
"IGR:(CDS,b0419,yajO,2-carboxybenzaldehyde_reductase,cds411,-,974/CDS,b0420,dxs,1-deoxyxylulose-5-phosphate_synthase%2C_thiamine_triphosphate-binding%2C_FAD-requiring,cds412,-,1862):+:128:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b0420:dxs:1-deoxyxylulose-5-phosphate_synthase%2C_thiamine_triphosphate-binding%2C_FAD-requiring:cds412:-:1862:NC_000913.3,WT0_WT150.WT150_dRpoS150,dxs,b0420
CDS:b0421:ispA:geranyltranstransferase:cds413:-:899:NC_000913.3,WT0_WT150.WT150_dRpoS150,ispA,b0421
AS_CDS:b0423:thiI:tRNA_s4U8_sulfurtransferase:cds415:+:1448:NC_000913.3,WT0_WT150.WT150_dRpoS150,thiI,b0423
AS_CDS:b0425:panE:2-dehydropantoate_reductase%2C_NADPH-specific:cds417:-:911:NC_000913.3,WT0_WT150.WT150_dRpoS150,panE,b0425
"IGR:(CDS,b0425,panE,2-dehydropantoate_reductase%2C_NADPH-specific,cds417,-,911/CDS,b0426,yajQ,phage_Phi6_host_factor%2C_ATP/GTP_binding_protein,cds418,+,491):+:126:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0428:cyoE:protoheme_IX_farnesyltransferase:cds420:-:890:NC_000913.3,WT0_WT150.WT150_dRpoS150,cyoE,b0428
CDS:b0430:cyoC:cytochrome_o_ubiquinol_oxidase_subunit_III:cds422:-:614:NC_000913.3,WT0_WT150.WT150_dRpoS150,cyoC,b0430
CDS:b0431:cyoB:cytochrome_o_ubiquinol_oxidase_subunit_I:cds423:-:1991:NC_000913.3,WT0_WT150.WT150_dRpoS150,cyoB,b0431
CDS:b0432:cyoA:cytochrome_o_ubiquinol_oxidase_subunit_II:cds424:-:947:NC_000913.3,WT0_WT150.WT150_dRpoS150,cyoA,b0432
AS_CDS:b0432:cyoA:cytochrome_o_ubiquinol_oxidase_subunit_II:cds424:-:947:NC_000913.3,WT0_WT150.WT150_dRpoS150,cyoA,b0432
"AS_IGR:(CDS,b0432,cyoA,cytochrome_o_ubiquinol_oxidase_subunit_II,cds424,-,947/CDS,b0433,ampG,muropeptide_transporter,cds425,-,1475):+:408:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b0434,yajG,putative_lipoprotein,cds426,-,578/CDS,b0435,bolA,stationary-phase_morphogene%2C_transcriptional_repressor_for_mreB%3B_also_regulator_for_dacA%2C_dacC%2C_and_ampC,cds427,+,317):+:263:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0435:bolA:stationary-phase_morphogene%2C_transcriptional_repressor_for_mreB%3B_also_regulator_for_dacA%2C_dacC%2C_and_ampC:cds427:+:317:NC_000913.3,WT0_WT150.WT150_dRpoS150,bolA,b0435
"IGR:(CDS,b0436,tig,peptidyl-prolyl_cis/trans_isomerase_trigger_factor,cds428,+,1298/CDS,b0437,clpP,proteolytic_subunit_of_ClpA-ClpP_and_ClpX-ClpP_ATP-dependent_serine_proteases,cds429,+,623):+:194:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b0436,tig,peptidyl-prolyl_cis/trans_isomerase_trigger_factor,cds428,+,1298/CDS,b0437,clpP,proteolytic_subunit_of_ClpA-ClpP_and_ClpX-ClpP_ATP-dependent_serine_proteases,cds429,+,623):+:194:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b0437,clpP,proteolytic_subunit_of_ClpA-ClpP_and_ClpX-ClpP_ATP-dependent_serine_proteases,cds429,+,623/CDS,b0438,clpX,ATPase_and_specificity_subunit_of_ClpX-ClpP_ATP-dependent_serine_protease,cds430,+,1274):+:74:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0441:ppiD:periplasmic_folding_chaperone%2C_has_an_inactive_PPIase_domain:cds433:+:1871:NC_000913.3,WT0_WT150.WT150_dRpoS150,ppiD,b0441
CDS:b0443:fadM:long-chain_acyl-CoA_thioesterase_III:cds435:+:398:NC_000913.3,WT0_WT150.WT150_dRpoS150,fadM,b0443
AS_CDS:b0444:queC:7-cyano-7-deazaguanine_preQ0_synthase%3B_queuosine_biosynthesis:cds436:-:695:NC_000913.3,WT0_WT150.WT150_dRpoS150,queC,b0444
CDS:b0452:tesB:acyl-CoA_thioesterase_2:cds444:-:860:NC_000913.3,WT0_WT150.WT150_dRpoS150,tesB,b0452
"IGR:(CDS,b0452,tesB,acyl-CoA_thioesterase_2,cds444,-,860/CDS,b0453,ybaY,outer_membrane_lipoprotein,cds445,+,572):+:176:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0453:ybaY:outer_membrane_lipoprotein:cds445:+:572:NC_000913.3,WT0_WT150.WT150_dRpoS150,ybaY,b0453
AS_CDS:b0454:ybaZ:excision_repair_protein%2C_alkyltransferase-like_protein_ATL:cds446:-:389:NC_000913.3,WT0_WT150.WT150_dRpoS150,ybaZ,b0454
CDS:b0464:acrR:transcriptional_repressor:cds455:+:647:NC_000913.3,WT0_WT150.WT150_dRpoS150,acrR,b0464
AS_CDS:b0465:mscK:mechanosensitive_channel_protein%2C_intermediate_conductance%2C_K+_regulated:cds456:+:3362:NC_000913.3,WT0_WT150.WT150_dRpoS150,mscK,b0465
"AS_IGR:(CDS,b0465,mscK,mechanosensitive_channel_protein%2C_intermediate_conductance%2C_K+_regulated,cds456,+,3362/CDS,b0466,ybaM,DUF2496_family_protein,cds457,-,161):+:150:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0475:hemH:ferrochelatase:cds466:+:962:NC_000913.3,WT0_WT150.WT150_dRpoS150,hemH,b0475
AS_CDS:b0476:aes:acetyl_esterase:cds467:-:959:NC_000913.3,WT0_WT150.WT150_dRpoS150,aes,b0476
AS_CDS:b0483:ybaQ:putative_DNA-binding_transcriptional_regulator:cds474:+:341:NC_000913.3,WT0_WT150.WT150_dRpoS150,ybaQ,b0483
"IGR:(CDS,b0484,copA,copper_transporter,cds475,-,2504/CDS,b0485,glsA,glutaminase_1,cds476,+,932):+:220:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0485:glsA:glutaminase_1:cds476:+:932:NC_000913.3,WT0_WT150.WT150_dRpoS150,glsA,b0485
CDS:b0486:ybaT:putative_amino_acid_transporter:cds477:+:1292:NC_000913.3,WT0_WT150.WT150_dRpoS150,ybaT,b0486
"IGR:(CDS,b0486,ybaT,putative_amino_acid_transporter,cds477,+,1292/CDS,b0487,cueR,copper-responsive_regulon_transcriptional_regulator,cds478,+,407):+:73:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0487:cueR:copper-responsive_regulon_transcriptional_regulator:cds478:+:407:NC_000913.3,WT0_WT150.WT150_dRpoS150,cueR,b0487
AS_CDS:b0488:ybbJ:inner_membrane_protein%3B_stimulator_of_the_QmcA_suppressor_of_ftsH-htpX:cds479:-:458:NC_000913.3,WT0_WT150.WT150_dRpoS150,ybbJ,b0488
CDS:b0494:tesA:acyl-CoA_thioesterase_1_and_protease_I_and_lysophospholipase_L1:cds485:-:626:NC_000913.3,WT0_WT150.WT150_dRpoS150,tesA,b0494
CDS:b0506:allR:glyoxylate-inducible_transcriptional_repressor_of_all_and_gcl_operons:cds497:+:815:NC_000913.3,WT0_WT150.WT150_dRpoS150,allR,b0506
"IGR:(CDS,b0506,allR,glyoxylate-inducible_transcriptional_repressor_of_all_and_gcl_operons,cds497,+,815/CDS,b0507,gcl,glyoxylate_carboligase,cds498,+,1781):+:38:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0507:gcl:glyoxylate_carboligase:cds498:+:1781:NC_000913.3,WT0_WT150.WT150_dRpoS150,gcl,b0507
CDS:b0530:sfmA:FimA_homolog%2C_function_unknown:cds520:+:542:NC_000913.3,WT0_WT150.WT150_dRpoS150,sfmA,b0530
"IGR:(CDS,b0530,sfmA,FimA_homolog%2C_function_unknown,cds520,+,542/CDS,b0531,sfmC,putative_periplasmic_pilus_chaperone,cds521,+,692):+:168:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b0537:intD:DLP12_prophage%3B_putative_phage_integrase:cds526:-:1163:NC_000913.3,WT0_WT150.WT150_dRpoS150,intD,b0537
AS_sequence_feature:-:-:-:id84:+:21301:NC_000913.3,WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b0542:renD:-:cds530:+:212:NC_000913.3,WT0_WT150.WT150_dRpoS150,renD,b0542
CDS:b0553:nmpC:-:cds544:-:57:NC_000913.3,WT0_WT150.WT150_dRpoS150,nmpC,b0553
