Geneid,comparison,genename,bnum,group
"AS_IGR:(CDS,b2210,mqo,malate_dehydrogenase%2C_FAD/NADP-binding_domain,cds2193,-,1646/CDS,b2211,yojI,microcin_J25_efflux_ABC_transporter_permease/ATPase,cds2194,-,1643):+:166:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2211:yojI:microcin_J25_efflux_ABC_transporter_permease/ATPase:cds2194:-:1643:NC_000913.3,WT0_WT120,yojI,b2211,NA
"AS_IGR:(CDS,b2211,yojI,microcin_J25_efflux_ABC_transporter_permease/ATPase,cds2194,-,1643/CDS,b2212,alkB,oxidative_demethylase_of_N1-methyladenine_or_N3-methylcytosine_DNA_lesions,cds2195,-,650):+:24:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2213:ada:fused_DNA-binding_transcriptional_dual_regulator/O6-methylguanine-DNA_methyltransferase:cds2196:-:1064:NC_000913.3,WT0_WT120,ada,b2213,NA
"AS_IGR:(CDS,b2213,ada,fused_DNA-binding_transcriptional_dual_regulator/O6-methylguanine-DNA_methyltransferase,cds2196,-,1064/CDS,b2214,apbE,putative_thiamine-synthetic_flavin_transferase_lipoprotein,cds2197,-,1055):+:22:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2214:apbE:putative_thiamine-synthetic_flavin_transferase_lipoprotein:cds2197:-:1055:NC_000913.3,WT0_WT120,apbE,b2214,NA
"ncRNA:b4439,ID:micF:sRNA_antisense_regulator_affecting_ompF_expression%2C_Hfq-dependent:id274:+:92:NC_000913.3",WT0_WT120,NA,NA,NA
"IGR:(ncRNA,b4439,ID,micF,sRNA_antisense_regulator_affecting_ompF_expression%2C_Hfq-dependent,id274,+,92/CDS,b2216,rcsD,phosphotransfer_intermediate_protein_in_two-component_regulatory_system_with_RcsBC,cds2199,+,2672):+:290:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2219:atoS:sensory_histidine_kinase_in_two-component_regulatory_system_with_AtoC:cds2202:+:1826:NC_000913.3,WT0_WT120,atoS,b2219,NA
AS_CDS:b2219:atoS:sensory_histidine_kinase_in_two-component_regulatory_system_with_AtoC:cds2202:+:1826:NC_000913.3,WT0_WT120,atoS,b2219,NA
CDS:b2220:atoC:fused_response_regulator_of_ato_operon%2C_in_two-component_system_with_AtoS:_response_regulator/sigma54_interaction_protein:cds2203:+:1385:NC_000913.3,WT0_WT120,atoC,b2220,NA
AS_CDS:b2226:yfaQ:tandem_DUF2300_domain_protein%2C_putative_host_defense_protein:cds2209:-:1649:NC_000913.3,WT0_WT120,yfaQ,b2226,NA
AS_CDS:b4500:yfaS:-:cds2210:-:4604:NC_000913.3,WT0_WT120,yfaS,b4500,NA
CDS:b2231:gyrA:DNA_gyrase_type_II_topoisomerase%2C_subunit_A:cds2213:-:2627:NC_000913.3,WT0_WT120,gyrA,b2231,NA
"AS_IGR:(CDS,b2231,gyrA,DNA_gyrase_type_II_topoisomerase%2C_subunit_A,cds2213,-,2627/CDS,b2232,ubiG,bifunctional_3-demethylubiquinone-9_3-methyltransferase/_2-octaprenyl-6-hydroxy_phenol_methylase,cds2214,+,722):+:105:NC_000913.3",WT0_WT120,NA,NA,NA
"IGR:(CDS,b2233,yfaL,adhesin,cds2215,-,3752/CDS,b2234,nrdA,ribonucleoside-diphosphate_reductase_1%2C_alpha_subunit,cds2216,+,2285):+:654:NC_000913.3",WT0_WT120,NA,NA,NA
AS_CDS:b2234:nrdA:ribonucleoside-diphosphate_reductase_1%2C_alpha_subunit:cds2216:+:2285:NC_000913.3,WT0_WT120,nrdA,b2234,NA
AS_CDS:b2237:inaA:acid-inducible_Kdo/WaaP_family_putative_kinase:cds2219:-:650:NC_000913.3,WT0_WT120,inaA,b2237,NA
CDS:b2238:yfaH:-:cds2220:+:242:NC_000913.3,WT0_WT120,yfaH,b2238,NA
CDS:b2240:glpT:sn-glycerol-3-phosphate_transporter:cds2222:-:1358:NC_000913.3,WT0_WT120,glpT,b2240,NA
AS_CDS:b2240:glpT:sn-glycerol-3-phosphate_transporter:cds2222:-:1358:NC_000913.3,WT0_WT120,glpT,b2240,NA
"IGR:(CDS,b2240,glpT,sn-glycerol-3-phosphate_transporter,cds2222,-,1358/CDS,b2241,glpA,anaerobic_sn-glycerol-3-phosphate_dehydrogenase%2C_large_FAD/NADP-binding_subunit,cds2223,+,1628):+:231:NC_000913.3",WT0_WT120,NA,NA,NA
"AS_IGR:(CDS,b2240,glpT,sn-glycerol-3-phosphate_transporter,cds2222,-,1358/CDS,b2241,glpA,anaerobic_sn-glycerol-3-phosphate_dehydrogenase%2C_large_FAD/NADP-binding_subunit,cds2223,+,1628):+:231:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2241:glpA:anaerobic_sn-glycerol-3-phosphate_dehydrogenase%2C_large_FAD/NADP-binding_subunit:cds2223:+:1628:NC_000913.3,WT0_WT120,glpA,b2241,NA
CDS:b2246:rhmT:putative_L-rhamnonate_transporter:cds2229:-:1289:NC_000913.3,WT0_WT120,rhmT,b2246,NA
CDS:b2247:rhmD:L-rhamnonate_dehydratase:cds2230:-:1205:NC_000913.3,WT0_WT120,rhmD,b2247,NA
CDS:b2250:yfaZ:outer_membrane_protein%2C_putative_porin:cds2233:-:542:NC_000913.3,WT0_WT120,yfaZ,b2250,NA
CDS:b2253:arnB:uridine_5'-beta-1-threo-pentapyranosyl-4-ulose_diphosphate_aminotransferase%2C_PLP-dependent:cds2236:+:1139:NC_000913.3,WT0_WT120,NA,NA,NA
CDS:b2254:arnC:undecaprenyl_phosphate-L-Ara4FN_transferase:cds2237:+:968:NC_000913.3,WT0_WT120,arnC,b2254,NA
CDS:b2255:arnA:fused_UDP-L-Ara4N_formyltransferase/UDP-GlcA_C-4'-decarboxylase:cds2238:+:1982:NC_000913.3,WT0_WT120,NA,NA,NA
CDS:b2256:arnD:undecaprenyl_phosphate-alpha-L-ara4FN_deformylase:cds2239:+:890:NC_000913.3,WT0_WT120,arnD,b2256,NA
CDS:b2257:arnT:4-amino-4-deoxy-L-arabinose_transferase:cds2240:+:1652:NC_000913.3,WT0_WT120,arnT,b2257,NA
CDS:b4544:arnE:undecaprenyl_phosphate-alpha-L-ara4N_exporter%3B_flippase_ArnEF_subunit:cds2241:+:335:NC_000913.3,WT0_WT120,arnE,b4544,NA
CDS:b2258:arnF:undecaprenyl_phosphate-alpha-L-ara4N_exporter%3B_flippase_ArnEF_subunit:cds2242:+:386:NC_000913.3,WT0_WT120,arnF,b2258,NA
AS_CDS:b2259:pmrD:inactive_two-component_system_connector_protein:cds2243:-:266:NC_000913.3,WT0_WT120,pmrD,b2259,NA
CDS:b2265:menF:isochorismate_synthase_2:cds2249:-:1295:NC_000913.3,WT0_WT120,menF,b2265,NA
AS_CDS:b2265:menF:isochorismate_synthase_2:cds2249:-:1295:NC_000913.3,WT0_WT120,menF,b2265,NA
"IGR:(CDS,b2265,menF,isochorismate_synthase_2,cds2249,-,1295/CDS,b2266,elaB,putative_membrane-anchored_DUF883_family_ribosome-binding_protein,cds2250,-,305):+:27:NC_000913.3",WT0_WT120,NA,NA,NA
"AS_IGR:(CDS,b2265,menF,isochorismate_synthase_2,cds2249,-,1295/CDS,b2266,elaB,putative_membrane-anchored_DUF883_family_ribosome-binding_protein,cds2250,-,305):+:27:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2266:elaB:putative_membrane-anchored_DUF883_family_ribosome-binding_protein:cds2250:-:305:NC_000913.3,WT0_WT120,elaB,b2266,NA
AS_CDS:b2266:elaB:putative_membrane-anchored_DUF883_family_ribosome-binding_protein:cds2250:-:305:NC_000913.3,WT0_WT120,elaB,b2266,NA
"AS_IGR:(CDS,b2266,elaB,putative_membrane-anchored_DUF883_family_ribosome-binding_protein,cds2250,-,305/CDS,b2267,elaA,GNAT_family_putative_N-acetyltransferase,cds2251,-,461):+:3:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2267:elaA:GNAT_family_putative_N-acetyltransferase:cds2251:-:461:NC_000913.3,WT0_WT120,elaA,b2267,NA
AS_CDS:b2270:yfbK:Von_Willebrand_factor_domain_putative_lipoprotein:cds2254:-:1727:NC_000913.3,WT0_WT120,yfbK,b2270,NA
CDS:b2275:yfbP:TPR-like_repeats-containing_protein:cds2259:+:848:NC_000913.3,WT0_WT120,yfbP,b2275,NA
"AS_IGR:(CDS,b2275,yfbP,TPR-like_repeats-containing_protein,cds2259,+,848/CDS,b2276,nuoN,NADH,ubiquinone_oxidoreductase%2C_membrane_subunit_N,cds2260,-,1457):+:22:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2276:nuoN:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_N:cds2260:-:1457:NC_000913.3,WT0_WT120,nuoN,b2276,NA
AS_CDS:b2276:nuoN:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_N:cds2260:-:1457:NC_000913.3,WT0_WT120,nuoN,b2276,NA
CDS:b2277:nuoM:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_M:cds2261:-:1529:NC_000913.3,WT0_WT120,nuoM,b2277,NA
AS_CDS:b2277:nuoM:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_M:cds2261:-:1529:NC_000913.3,WT0_WT120,nuoM,b2277,NA
"AS_IGR:(CDS,b2277,nuoM,NADH,ubiquinone_oxidoreductase%2C_membrane_subunit_M,cds2261,-,1529/CDS,b2278,nuoL,NADH,ubiquinone_oxidoreductase%2C_membrane_subunit_L,cds2262,-,1841):+:112:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2278:nuoL:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_L:cds2262:-:1841:NC_000913.3,WT0_WT120,nuoL,b2278,NA
CDS:b2279:nuoK:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_K:cds2263:-:302:NC_000913.3,WT0_WT120,nuoK,b2279,NA
CDS:b2280:nuoJ:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_J:cds2264:-:554:NC_000913.3,WT0_WT120,nuoJ,b2280,NA
CDS:b2281:nuoI:NADH:ubiquinone_oxidoreductase%2C_chain_I:cds2265:-:542:NC_000913.3,WT0_WT120,nuoI,b2281,NA
CDS:b2282:nuoH:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_H:cds2266:-:977:NC_000913.3,WT0_WT120,nuoH,b2282,NA
AS_CDS:b2282:nuoH:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_H:cds2266:-:977:NC_000913.3,WT0_WT120,nuoH,b2282,NA
CDS:b2284:nuoF:NADH:ubiquinone_oxidoreductase%2C_chain_F:cds2268:-:1337:NC_000913.3,WT0_WT120,nuoF,b2284,NA
CDS:b2285:nuoE:NADH:ubiquinone_oxidoreductase%2C_chain_E:cds2269:-:500:NC_000913.3,WT0_WT120,nuoE,b2285,NA
CDS:b2289:lrhA:transcriptional_repressor_of_flagellar%2C_motility_and_chemotaxis_genes:cds2273:-:938:NC_000913.3,WT0_WT120,lrhA,b2289,NA
CDS:b2290:alaA:glutamate-pyruvate_aminotransferase%3B_glutamic-pyruvic_transaminase_GPT%3B_alanine_transaminase:cds2274:+:1217:NC_000913.3,WT0_WT120,alaA,b2290,NA
"IGR:(CDS,b2290,alaA,glutamate-pyruvate_aminotransferase%3B_glutamic-pyruvic_transaminase_GPT%3B_alanine_transaminase,cds2274,+,1217/CDS,b2291,yfbR,5'-nucleotidase,cds2275,+,599):+:32:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2292:yfbS:putative_transporter:cds2276:-:1832:NC_000913.3,WT0_WT120,yfbS,b2292,NA
"AS_IGR:(CDS,b2292,yfbS,putative_transporter,cds2276,-,1832/CDS,b2293,yfbT,sugar_phosphatas,cds2277,-,650):+:35:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2293:yfbT:sugar_phosphatas:cds2277:-:650:NC_000913.3,WT0_WT120,yfbT,b2293,NA
CDS:b2295:yfbV:UPF0208_family_inner_membrane_protein:cds2279:-:455:NC_000913.3,WT0_WT120,yfbV,b2295,NA
"IGR:(CDS,b2295,yfbV,UPF0208_family_inner_membrane_protein,cds2279,-,455/CDS,b2296,ackA,acetate_kinase_A_and_propionate_kinase_2,cds2280,+,1202):+:296:NC_000913.3",WT0_WT120,NA,NA,NA
"AS_IGR:(CDS,b2295,yfbV,UPF0208_family_inner_membrane_protein,cds2279,-,455/CDS,b2296,ackA,acetate_kinase_A_and_propionate_kinase_2,cds2280,+,1202):+:296:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2296:ackA:acetate_kinase_A_and_propionate_kinase_2:cds2280:+:1202:NC_000913.3,WT0_WT120,ackA,b2296,NA
AS_CDS:b2296:ackA:acetate_kinase_A_and_propionate_kinase_2:cds2280:+:1202:NC_000913.3,WT0_WT120,ackA,b2296,NA
"IGR:(CDS,b2296,ackA,acetate_kinase_A_and_propionate_kinase_2,cds2280,+,1202/CDS,b2297,pta,phosphate_acetyltransferase,cds2281,+,2144):+:23:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2297:pta:phosphate_acetyltransferase:cds2281:+:2144:NC_000913.3,WT0_WT120,pta,b2297,NA
"IGR:(CDS,b2297,pta,phosphate_acetyltransferase,cds2281,+,2144/CDS,b2298,yfcC,putative_inner_membrane_transporter%3B_C4-dicarboxylate_anaerobic_carrier_family_protein,cds2282,+,1520):+:138:NC_000913.3",WT0_WT120,NA,NA,NA
"AS_IGR:(CDS,b2297,pta,phosphate_acetyltransferase,cds2281,+,2144/CDS,b2298,yfcC,putative_inner_membrane_transporter%3B_C4-dicarboxylate_anaerobic_carrier_family_protein,cds2282,+,1520):+:138:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2301:yfcF:glutathione_S-transferase:cds2285:-:644:NC_000913.3,WT0_WT120,yfcF,b2301,NA
"AS_IGR:(CDS,b2301,yfcF,glutathione_S-transferase,cds2285,-,644/CDS,b2302,yfcG,GSH-dependent_disulfide_bond_oxidoreductase,cds2286,+,647):+:94:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2302:yfcG:GSH-dependent_disulfide_bond_oxidoreductase:cds2286:+:647:NC_000913.3,WT0_WT120,yfcG,b2302,NA
CDS:b2304:yfcH:putative_NAD-dependent_nucleotide-sugar_epimerase:cds2288:+:893:NC_000913.3,WT0_WT120,yfcH,b2304,NA
AS_CDS:b2305:yfcI:transposase_31_family_protein:cds2289:-:890:NC_000913.3,WT0_WT120,yfcI,b2305,NA
CDS:b2306:hisP:histidine_ABC_transporter_ATPase:cds2290:-:773:NC_000913.3,WT0_WT120,hisP,b2306,NA
CDS:b2307:hisM:histidine_ABC_transporter_permease:cds2291:-:716:NC_000913.3,WT0_WT120,hisM,b2307,NA
CDS:b2308:hisQ:histidine_ABC_transporter_permease:cds2292:-:686:NC_000913.3,WT0_WT120,hisQ,b2308,NA
"AS_IGR:(CDS,b2308,hisQ,histidine_ABC_transporter_permease,cds2292,-,686/CDS,b2309,hisJ,histidine_ABC_transporter_periplasmic_binding_protein,cds2293,-,782):+:38:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2309:hisJ:histidine_ABC_transporter_periplasmic_binding_protein:cds2293:-:782:NC_000913.3,WT0_WT120,hisJ,b2309,NA
AS_CDS:b2309:hisJ:histidine_ABC_transporter_periplasmic_binding_protein:cds2293:-:782:NC_000913.3,WT0_WT120,hisJ,b2309,NA
"AS_IGR:(CDS,b2309,hisJ,histidine_ABC_transporter_periplasmic_binding_protein,cds2293,-,782/CDS,b2310,argT,lysine/arginine/ornithine_transporter_subunit,cds2294,-,782):+:169:NC_000913.3",WT0_WT120,NA,NA,NA
"IGR:(CDS,b2310,argT,lysine/arginine/ornithine_transporter_subunit,cds2294,-,782/CDS,b2311,ubiX,3-octaprenyl-4-hydroxybenzoate_carboxy-lyase,cds2295,-,569):+:214:NC_000913.3",WT0_WT120,NA,NA,NA
"AS_IGR:(CDS,b2310,argT,lysine/arginine/ornithine_transporter_subunit,cds2294,-,782/CDS,b2311,ubiX,3-octaprenyl-4-hydroxybenzoate_carboxy-lyase,cds2295,-,569):+:214:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2315:folC:bifunctional_folylpolyglutamate_synthase/_dihydrofolate_synthase:cds2299:-:1268:NC_000913.3,WT0_WT120,folC,b2315,NA
"AS_IGR:(CDS,b2315,folC,bifunctional_folylpolyglutamate_synthase/_dihydrofolate_synthase,cds2299,-,1268/CDS,b2316,accD,acetyl-CoA_carboxylase%2C_beta_carboxyltransferase_subunit,cds2300,-,914):+:18:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2316:accD:acetyl-CoA_carboxylase%2C_beta_carboxyltransferase_subunit:cds2300:-:914:NC_000913.3,WT0_WT120,accD,b2316,NA
"AS_IGR:(CDS,b2316,accD,acetyl-CoA_carboxylase%2C_beta_carboxyltransferase_subunit,cds2300,-,914/CDS,b2317,dedA,DedA_family_inner_membrane_protein,cds2301,-,659):+:104:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2319:usg:putative_semialdehyde_dehydrogenase:cds2303:-:1013:NC_000913.3,WT0_WT120,usg,b2319,NA
AS_CDS:b2319:usg:putative_semialdehyde_dehydrogenase:cds2303:-:1013:NC_000913.3,WT0_WT120,usg,b2319,NA
AS_CDS:b2320:pdxB:erythronate-4-phosphate_dehydrogenase:cds2304:-:1136:NC_000913.3,WT0_WT120,pdxB,b2320,NA
"IGR:(CDS,b2320,pdxB,erythronate-4-phosphate_dehydrogenase,cds2304,-,1136/CDS,b2321,flk,putative_flagella_assembly_protein,cds2305,+,995):+:57:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2321:flk:putative_flagella_assembly_protein:cds2305:+:995:NC_000913.3,WT0_WT120,flk,b2321,NA
AS_CDS:b2321:flk:putative_flagella_assembly_protein:cds2305:+:995:NC_000913.3,WT0_WT120,flk,b2321,NA
CDS:b2322:yfcJ:putative_arabinose_efflux_transporter:cds2306:-:1178:NC_000913.3,WT0_WT120,yfcJ,b2322,NA
"AS_IGR:(CDS,b2323,fabB,3-oxoacyl-[acyl-carrier-protein]_synthase_I,cds2307,-,1220/CDS,b2324,mnmC,fused_5-methylaminomethyl-2-thiouridine-forming_enzyme_methyltransferase_and_FAD-dependent_demodification_enzyme,cds2308,+,2006):+:117:NC_000913.3",WT0_WT120,NA,NA,NA
AS_CDS:b2324:mnmC:fused_5-methylaminomethyl-2-thiouridine-forming_enzyme_methyltransferase_and_FAD-dependent_demodification_enzyme:cds2308:+:2006:NC_000913.3,WT0_WT120,mnmC,b2324,NA
"AS_IGR:(CDS,b2324,mnmC,fused_5-methylaminomethyl-2-thiouridine-forming_enzyme_methyltransferase_and_FAD-dependent_demodification_enzyme,cds2308,+,2006/CDS,b2325,yfcL,uncharacterized_protein,cds2309,-,278):+:59:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2325:yfcL:uncharacterized_protein:cds2309:-:278:NC_000913.3,WT0_WT120,yfcL,b2325,NA
CDS:b2326:epmC:Elongation_Factor_P_Lys34_hydroxylase:cds2310:-:548:NC_000913.3,WT0_WT120,epmC,b2326,NA
CDS:b2330:prmB:N5-glutamine_methyltransferase:cds2314:-:932:NC_000913.3,WT0_WT120,prmB,b2330,NA
"AS_IGR:(CDS,b2330,prmB,N5-glutamine_methyltransferase,cds2314,-,932/CDS,b2331,smrB,putative_DNA_endonuclease,cds2315,+,551):+:124:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b4661:yfcU:-:cds2321:-:2645:NC_000913.3,WT0_WT120,yfcU,b4661,NA
"AS_IGR:(CDS,b2340,sixA,phosphohistidine_phosphatase,cds2323,-,485/CDS,b2341,fadJ,enoyl-CoA_hydratase/epimerase_and_isomerase/3-hydroxyacyl-CoA_dehydrogenase,cds2324,-,2144):+:151:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2341:fadJ:enoyl-CoA_hydratase/epimerase_and_isomerase/3-hydroxyacyl-CoA_dehydrogenase:cds2324:-:2144:NC_000913.3,WT0_WT120,fadJ,b2341,NA
AS_CDS:b2343:yfcZ:UPF0381_family_protein:cds2326:-:284:NC_000913.3,WT0_WT120,yfcZ,b2343,NA
CDS:b2346:mlaA:ABC_transporter_maintaining_OM_lipid_asymmetry%2C_OM_lipoprotein_component:cds2329:-:755:NC_000913.3,WT0_WT120,mlaA,b2346,NA
CDS:b2347:yfdC:putative_inner_membrane_protein:cds2330:+:932:NC_000913.3,WT0_WT120,yfdC,b2347,NA
sequence_feature:-:-:-:id286:+:10214:NC_000913.3,WT0_WT120,NA,NA,NA
CDS:b2349:intS:CPS-53_KpLE1_prophage%3B_putative_prophage_CPS-53_integrase:cds2331:+:1157:NC_000913.3,WT0_WT120,intS,b2349,NA
CDS:b2350:gtrA:CPS-53_KpLE1_prophage%3B_bactoprenol-linked_glucose_translocase/flippase:cds2332:+:362:NC_000913.3,WT0_WT120,gtrA,b2350,NA
CDS:b2351:gtrB:CPS-53_KpLE1_prophage%3B_bactoprenol_glucosyl_transferase:cds2333:+:920:NC_000913.3,WT0_WT120,gtrB,b2351,NA
AS_CDS:b2351:gtrB:CPS-53_KpLE1_prophage%3B_bactoprenol_glucosyl_transferase:cds2333:+:920:NC_000913.3,WT0_WT120,gtrB,b2351,NA
CDS:b2352:gtrS:serotype-specific_glucosyl_transferase%2C_CPS-53_KpLE1_prophage:cds2334:+:1331:NC_000913.3,WT0_WT120,gtrS,b2352,NA
CDS:b2353:tfaS:-:cds2335:+:290:NC_000913.3,WT0_WT120,tfaS,b2353,NA
CDS:b4501:torI:response_regulator_inhibitor_for_tor_operon:cds2347:+:200:NC_000913.3,WT0_WT120,torI,b4501,NA
"IGR:(CDS,b4501,torI,response_regulator_inhibitor_for_tor_operon,cds2347,+,200/tRNA,b4643,pawZ,tRNA-OTHER,id287,+,14):+:42:NC_000913.3",WT0_WT120,NA,NA,NA
tRNA:b4643:pawZ:tRNA-OTHER:id287:+:14:NC_000913.3,WT0_WT120,NA,NA,NA
"IGR:(tRNA,b4643,pawZ,tRNA-OTHER,id287,+,14/CDS,b2364,dsdC,dsd_operon_activator%3B_autorepressor,cds2348,-,935):+:64:NC_000913.3",WT0_WT120,NA,NA,NA
AS_CDS:b2365:dsdX:D-serine_transporter:cds2349:+:1337:NC_000913.3,WT0_WT120,dsdX,b2365,NA
CDS:b2370:evgS:hybrid_sensory_histidine_kinase_in_two-component_regulatory_system_with_EvgA:cds2354:+:3593:NC_000913.3,WT0_WT120,evgS,b2370,NA
CDS:b2371:yfdE:acetyl-CoA:oxalate_CoA-transferase:cds2355:-:1145:NC_000913.3,WT0_WT120,yfdE,b2371,NA
AS_CDS:b2376:ypdI:putative_lipoprotein_involved_in_colanic_acid_biosynthesis:cds2360:+:275:NC_000913.3,WT0_WT120,ypdI,b2376,NA
"AS_IGR:(CDS,b2376,ypdI,putative_lipoprotein_involved_in_colanic_acid_biosynthesis,cds2360,+,275/CDS,b2377,yfdY,DUF2545_family_putative_inner_membrane_protein,cds2361,-,242):+:15:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2377:yfdY:DUF2545_family_putative_inner_membrane_protein:cds2361:-:242:NC_000913.3,WT0_WT120,yfdY,b2377,NA
CDS:b2378:lpxP:palmitoleoyl-acyl_carrier_protein_ACP-dependent_acyltransferase:cds2362:+:920:NC_000913.3,WT0_WT120,lpxP,b2378,NA
"IGR:(CDS,b2378,lpxP,palmitoleoyl-acyl_carrier_protein_ACP-dependent_acyltransferase,cds2362,+,920/CDS,b4680,ypdK,inner_membrane_protein,cds2363,+,71):+:304:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b4680:ypdK:inner_membrane_protein:cds2363:+:71:NC_000913.3,WT0_WT120,ypdK,b4680,NA
"IGR:(CDS,b4680,ypdK,inner_membrane_protein,cds2363,+,71/CDS,b2379,alaC,glutamate-pyruvate_aminotransferase%3B_glutamic-pyruvic_transaminase_GPT%3B_alanine_transaminase,cds2364,-,1238):+:3:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2379:alaC:glutamate-pyruvate_aminotransferase%3B_glutamic-pyruvic_transaminase_GPT%3B_alanine_transaminase:cds2364:-:1238:NC_000913.3,WT0_WT120,alaC,b2379,NA
AS_CDS:b2379:alaC:glutamate-pyruvate_aminotransferase%3B_glutamic-pyruvic_transaminase_GPT%3B_alanine_transaminase:cds2364:-:1238:NC_000913.3,WT0_WT120,alaC,b2379,NA
"AS_IGR:(CDS,b2379,alaC,glutamate-pyruvate_aminotransferase%3B_glutamic-pyruvic_transaminase_GPT%3B_alanine_transaminase,cds2364,-,1238/CDS,b2380,ypdA,sensor_kinase_regulating_yhjX%3B_pyruvate-responsive_YpdAB_two-component_system,cds2365,+,1697):+:334:NC_000913.3",WT0_WT120,NA,NA,NA
AS_CDS:b2382:ypdC:putative_DNA-binding_protein:cds2367:+:857:NC_000913.3,WT0_WT120,ypdC,b2382,NA
CDS:b2389:yfeO:putative_ion_channel_protein:cds2374:+:1256:NC_000913.3,WT0_WT120,yfeO,b2389,NA
"IGR:(CDS,b2389,yfeO,putative_ion_channel_protein,cds2374,+,1256/CDS,b2390,ypeC,DUF2502_family_putative_periplasmic_protein,cds2375,+,326):+:63:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2390:ypeC:DUF2502_family_putative_periplasmic_protein:cds2375:+:326:NC_000913.3,WT0_WT120,ypeC,b2390,NA
AS_CDS:b2390:ypeC:DUF2502_family_putative_periplasmic_protein:cds2375:+:326:NC_000913.3,WT0_WT120,ypeC,b2390,NA
"AS_IGR:(CDS,b2390,ypeC,DUF2502_family_putative_periplasmic_protein,cds2375,+,326/CDS,b2392,mntH,manganese/divalent_cation_transporter,cds2376,-,1238):+:79:NC_000913.3",WT0_WT120,NA,NA,NA
"IGR:(CDS,b2392,mntH,manganese/divalent_cation_transporter,cds2376,-,1238/CDS,b2393,nupC,nucleoside_except_guanosine_transporter,cds2377,+,1202):+:294:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2393:nupC:nucleoside_except_guanosine_transporter:cds2377:+:1202:NC_000913.3,WT0_WT120,nupC,b2393,NA
mobile_genetic_element:-:-:-:id289:+:1344:NC_000913.3,WT0_WT120,NA,NA,NA
CDS:b2394:insL1:IS186_transposase:cds2378:+:1112:NC_000913.3,WT0_WT120,insL1,b2394,NA
"IGR:(CDS,b2394,insL1,IS186_transposase,cds2378,+,1112/CDS,b2395,yfeA,putative_diguanylate_cyclase,cds2379,-,2189):+:138:NC_000913.3",WT0_WT120,NA,NA,NA
CDS:b2395:yfeA:putative_diguanylate_cyclase:cds2379:-:2189:NC_000913.3,WT0_WT120,yfeA,b2395,NA
"IGR:(CDS,b2395,yfeA,putative_diguanylate_cyclase,cds2379,-,2189/tRNA,b2396,ID,alaX,tRNA-Ala,id290,-,75):+:187:NC_000913.3",WT0_WT120,NA,NA,NA
"AS_IGR:(CDS,b2395,yfeA,putative_diguanylate_cyclase,cds2379,-,2189/tRNA,b2396,ID,alaX,tRNA-Ala,id290,-,75):+:187:NC_000913.3",WT0_WT120,NA,NA,NA
"AS_IGR:(tRNA,b2397,ID,alaW,tRNA-Ala,id291,-,75/CDS,b2398,yfeC,DUF1323_family_putative_DNA-binding_protein,cds2380,+,344):+:214:NC_000913.3",WT0_WT120,NA,NA,NA
AS_CDS:b2399:yfeD:DUF1323_family_putative_DNA-binding_protein:cds2381:+:392:NC_000913.3,WT0_WT120,yfeD,b2399,NA
CDS:b2400:gltX:glutamyl-tRNA_synthetase:cds2382:-:1415:NC_000913.3,WT0_WT120,gltX,b2400,NA
AS_CDS:b2400:gltX:glutamyl-tRNA_synthetase:cds2382:-:1415:NC_000913.3,WT0_WT120,gltX,b2400,NA
