Geneid,comparison,genename,bnum
"IGR:(CDS,b3556,cspA,RNA_chaperone_and_antiterminator%2C_cold-inducible,cds3492,+,212/CDS,b4455,hokA,toxic_polypeptide%2C_small,cds3494,-,152):+:125:NC_000913.3",WT0_WT120,NA,NA
AS_CDS:b4455:hokA:toxic_polypeptide%2C_small:cds3494:-:152:NC_000913.3,WT0_WT120,hokA,b4455
AS_CDS:b4647:mokA:-:cds3493:-:184:NC_000913.3,WT0_WT120,mokA,b4647
mobile_genetic_element:-:-:-:id451:+:1442:NC_000913.3,WT0_WT120,NA,NA
AS_mobile_genetic_element:-:-:-:id451:+:1442:NC_000913.3,WT0_WT120,NA,NA
CDS:b3557:insJ:IS150_transposase_A:cds3495:+:521:NC_000913.3,WT0_WT120,insJ,b3557
CDS:b3558:insK:IS150_transposase_B:cds3496:+:851:NC_000913.3,WT0_WT120,insK,b3558
AS_CDS:b3558:insK:IS150_transposase_B:cds3496:+:851:NC_000913.3,WT0_WT120,insK,b3558
ncRNA:b4614:sokA:-:id452:+:29:NC_000913.3,WT0_WT120,NA,NA
"IGR:(ncRNA,b4614,sokA,-,id452,+,29/CDS,b3559,glyS,glycine_tRNA_synthetase%2C_beta_subunit,cds3497,-,2069):+:191:NC_000913.3",WT0_WT120,NA,NA
"AS_IGR:(ncRNA,b4614,sokA,-,id452,+,29/CDS,b3559,glyS,glycine_tRNA_synthetase%2C_beta_subunit,cds3497,-,2069):+:191:NC_000913.3",WT0_WT120,NA,NA
CDS:b3559:glyS:glycine_tRNA_synthetase%2C_beta_subunit:cds3497:-:2069:NC_000913.3,WT0_WT120,glyS,b3559
AS_CDS:b3559:glyS:glycine_tRNA_synthetase%2C_beta_subunit:cds3497:-:2069:NC_000913.3,WT0_WT120,glyS,b3559
CDS:b3560:glyQ:glycine_tRNA_synthetase%2C_alpha_subunit:cds3498:-:911:NC_000913.3,WT0_WT120,glyQ,b3560
CDS:b4553:ysaB:uncharacterized_protein:cds3499:-:299:NC_000913.3,WT0_WT120,ysaB,b4553
"AS_IGR:(CDS,b4553,ysaB,uncharacterized_protein,cds3499,-,299/CDS,b3561,wecH,O-acetyltransferase_for_enterobacterial_common_antigen_ECA,cds3500,+,995):+:133:NC_000913.3",WT0_WT120,NA,NA
CDS:b3564:xylB:xylulokinase:cds3503:-:1454:NC_000913.3,WT0_WT120,xylB,b3564
"AS_IGR:(CDS,b3564,xylB,xylulokinase,cds3503,-,1454/CDS,b3565,xylA,D-xylose_isomerase,cds3504,-,1322):+:20:NC_000913.3",WT0_WT120,NA,NA
CDS:b3565:xylA:D-xylose_isomerase:cds3504:-:1322:NC_000913.3,WT0_WT120,xylA,b3565
"IGR:(CDS,b3565,xylA,D-xylose_isomerase,cds3504,-,1322/CDS,b3566,xylF,D-xylose_transporter_subunit,cds3505,+,992):+:324:NC_000913.3",WT0_WT120,NA,NA
"AS_IGR:(CDS,b3565,xylA,D-xylose_isomerase,cds3504,-,1322/CDS,b3566,xylF,D-xylose_transporter_subunit,cds3505,+,992):+:324:NC_000913.3",WT0_WT120,NA,NA
CDS:b3566:xylF:D-xylose_transporter_subunit:cds3505:+:992:NC_000913.3,WT0_WT120,xylF,b3566
"IGR:(CDS,b3566,xylF,D-xylose_transporter_subunit,cds3505,+,992/CDS,b3567,xylG,D-xylose_ABC_transporter_dual_domain_ATPase,cds3506,+,1541):+:26:NC_000913.3",WT0_WT120,NA,NA
CDS:b3567:xylG:D-xylose_ABC_transporter_dual_domain_ATPase:cds3506:+:1541:NC_000913.3,WT0_WT120,xylG,b3567
CDS:b3568:xylH:D-xylose_ABC_transporter_permease:cds3507:+:1181:NC_000913.3,WT0_WT120,xylH,b3568
"IGR:(CDS,b3568,xylH,D-xylose_ABC_transporter_permease,cds3507,+,1181/CDS,b3569,xylR,xylose_divergent_operon_transcriptional_activator,cds3508,+,1178):+:26:NC_000913.3",WT0_WT120,NA,NA
CDS:b3569:xylR:xylose_divergent_operon_transcriptional_activator:cds3508:+:1178:NC_000913.3,WT0_WT120,xylR,b3569
"IGR:(CDS,b3570,bax,putative_glucosaminidase,cds3509,-,824/CDS,b3571,malS,alpha-amylase,cds3510,+,2030):+:278:NC_000913.3",WT0_WT120,NA,NA
CDS:b3572:avtA:valine-pyruvate_aminotransferase%3B_transaminase_C%3B_alanine-valine_transaminase:cds3511:+:1253:NC_000913.3,WT0_WT120,avtA,b3572
AS_CDS:b3573:ysaA:putative_hydrogenase%2C_4Fe-4S_ferredoxin-type_component:cds3512:-:473:NC_000913.3,WT0_WT120,ysaA,b3573
AS_CDS:b3574:yiaJ:transcriptional_repressor_for_the_yiaKLMNO-lyxK-sgbHUE_operon:cds3513:-:848:NC_000913.3,WT0_WT120,yiaJ,b3574
CDS:b3579:yiaO:2%2C3-diketo-L-gulonate-binding_periplasmic_protein:cds3518:+:986:NC_000913.3,WT0_WT120,yiaO,b3579
CDS:b3581:sgbH:3-keto-L-gulonate_6-phosphate_decarboxylase:cds3520:+:662:NC_000913.3,WT0_WT120,sgbH,b3581
CDS:b3583:sgbE:L-ribulose-5-phosphate_4-epimerase:cds3522:+:695:NC_000913.3,WT0_WT120,sgbE,b3583
"AS_IGR:(CDS,b3587,yiaW,DUF3302_family_inner_membrane_protein,cds3528,-,323/CDS,b3588,aldB,aldehyde_dehydrogenase_B,cds3529,-,1538):+:493:NC_000913.3",WT0_WT120,NA,NA
CDS:b3588:aldB:aldehyde_dehydrogenase_B:cds3529:-:1538:NC_000913.3,WT0_WT120,aldB,b3588
AS_CDS:b3588:aldB:aldehyde_dehydrogenase_B:cds3529:-:1538:NC_000913.3,WT0_WT120,aldB,b3588
"AS_IGR:(CDS,b3588,aldB,aldehyde_dehydrogenase_B,cds3529,-,1538/CDS,b3589,yiaY,L-threonine_dehydrogenase,cds3530,-,1151):+:113:NC_000913.3",WT0_WT120,NA,NA
"AS_IGR:(CDS,b3591,selA,selenocysteine_synthase,cds3532,-,1391/CDS,b3592,yibF,glutathione_S-transferase_homolog,cds3533,-,608):+:46:NC_000913.3",WT0_WT120,NA,NA
CDS:b3592:yibF:glutathione_S-transferase_homolog:cds3533:-:608:NC_000913.3,WT0_WT120,yibF,b3592
AS_CDS:b3593:rhsA:Rhs_protein_with_putative_toxin_55_domain%3B_putative_polysaccharide_synthesis/export_protein%3B_putative_neighboring_cell_growth_inhibitor:cds3534:+:4133:NC_000913.3,WT0_WT120,rhsA,b3593
AS_gene:b4652:yibU:-:gene3674:+:198:NC_000913.3,WT0_WT120,NA,NA
AS_CDS:-:yibU:-:cds3541:+:113:NC_000913.3,WT0_WT120,yibU,NA
CDS:b3597:yibH:putative_membrane_fusion_protein_MFP_component_of_efflux_pump:cds3542:-:1136:NC_000913.3,WT0_WT120,yibH,b3597
CDS:b3598:yibI:DUF3302_family_inner_membrane_protein:cds3543:-:362:NC_000913.3,WT0_WT120,yibI,b3598
CDS:b3599:mtlA:mannitol-specific_PTS_enzyme:_IIA%2C_IIB_and_IIC_components:cds3544:+:1913:NC_000913.3,WT0_WT120,mtlA,b3599
"IGR:(CDS,b3599,mtlA,mannitol-specific_PTS_enzyme,_IIA%2C_IIB_and_IIC_components,cds3544,+,1913/CDS,b3600,mtlD,mannitol-1-phosphate_dehydrogenase%2C_NAD-dependent,cds3545,+,1148):+:178:NC_000913.3",WT0_WT120,NA,NA
AS_CDS:b3601:mtlR:mannitol_operon_repressor:cds3546:+:587:NC_000913.3,WT0_WT120,mtlR,b3601
CDS:b4554:yibT:uncharacterized_protein:cds3547:-:209:NC_000913.3,WT0_WT120,yibT,b4554
"AS_IGR:(CDS,b4554,yibT,uncharacterized_protein,cds3547,-,209/CDS,b3602,yibL,ribosome-associated_DUF2810_family_protein,cds3548,+,362):+:243:NC_000913.3",WT0_WT120,NA,NA
CDS:b3602:yibL:ribosome-associated_DUF2810_family_protein:cds3548:+:362:NC_000913.3,WT0_WT120,yibL,b3602
"IGR:(CDS,b3602,yibL,ribosome-associated_DUF2810_family_protein,cds3548,+,362/CDS,b3603,lldP,L-lactate_permease,cds3549,+,1655):+:320:NC_000913.3",WT0_WT120,NA,NA
AS_CDS:b3604:lldR:dual_role_activator/repressor_for_lldPRD_operon:cds3550:+:776:NC_000913.3,WT0_WT120,lldR,b3604
CDS:b3606:trmL:tRNA_Leu_mC34%2CmU34_2'-O-methyltransferase%2C_SAM-dependent:cds3552:+:473:NC_000913.3,WT0_WT120,NA,NA
AS_CDS:b3607:cysE:serine_acetyltransferase:cds3553:-:821:NC_000913.3,WT0_WT120,cysE,b3607
"AS_IGR:(CDS,b3610,grxC,glutaredoxin_3,cds3556,-,251/CDS,b3611,yibN,putative_rhodanese-related_sulfurtransferase,cds3557,-,431):+:90:NC_000913.3",WT0_WT120,NA,NA
CDS:b3611:yibN:putative_rhodanese-related_sulfurtransferase:cds3557:-:431:NC_000913.3,WT0_WT120,yibN,b3611
"IGR:(CDS,b3611,yibN,putative_rhodanese-related_sulfurtransferase,cds3557,-,431/CDS,b3612,gpmM,phosphoglycero_mutase_III%2C_cofactor-independent,cds3558,+,1544):+:203:NC_000913.3",WT0_WT120,NA,NA
"AS_IGR:(CDS,b3611,yibN,putative_rhodanese-related_sulfurtransferase,cds3557,-,431/CDS,b3612,gpmM,phosphoglycero_mutase_III%2C_cofactor-independent,cds3558,+,1544):+:203:NC_000913.3",WT0_WT120,NA,NA
CDS:b3612:gpmM:phosphoglycero_mutase_III%2C_cofactor-independent:cds3558:+:1544:NC_000913.3,WT0_WT120,gpmM,b3612
CDS:b3613:envC:activator_of_AmiB%2CC_murein_hydrolases%2C_septal_ring_factor:cds3559:+:1259:NC_000913.3,WT0_WT120,envC,b3613
CDS:b3614:yibQ:putative_polysaccharide_deacetylase:cds3560:+:959:NC_000913.3,WT0_WT120,yibQ,b3614
CDS:b3615:waaH:LPSHepIII-glucuronic_acid_glycosyltransferase:cds3561:-:1034:NC_000913.3,WT0_WT120,waaH,b3615
AS_CDS:b3615:waaH:LPSHepIII-glucuronic_acid_glycosyltransferase:cds3561:-:1034:NC_000913.3,WT0_WT120,waaH,b3615
CDS:b3616:tdh:L-threonine_3-dehydrogenase%2C_NADP-binding:cds3562:-:1025:NC_000913.3,WT0_WT120,tdh,b3616
"AS_IGR:(CDS,b3617,kbl,glycine_C-acetyltransferase,cds3563,-,1196/CDS,b3618,yibB,YibB_family_protein%2C_function_unknown,cds3564,-,857):+:223:NC_000913.3",WT0_WT120,NA,NA
CDS:b3618:yibB:YibB_family_protein%2C_function_unknown:cds3564:-:857:NC_000913.3,WT0_WT120,yibB,b3618
"AS_IGR:(CDS,b3618,yibB,YibB_family_protein%2C_function_unknown,cds3564,-,857/CDS,b3619,hldD,ADP-L-glycero-D-mannoheptose-6-epimerase%2C_NADP-binding,cds3565,+,932):+:262:NC_000913.3",WT0_WT120,NA,NA
CDS:b3619:hldD:ADP-L-glycero-D-mannoheptose-6-epimerase%2C_NADP-binding:cds3565:+:932:NC_000913.3,WT0_WT120,hldD,b3619
CDS:b3620:waaF:ADP-heptose:LPS_heptosyltransferase_II:cds3566:+:1046:NC_000913.3,WT0_WT120,waaF,b3620
CDS:b3621:waaC:ADP-heptose:LPS_heptosyl_transferase_I:cds3567:+:959:NC_000913.3,WT0_WT120,waaC,b3621
CDS:b3624:waaZ:lipopolysaccharide_KdoIII_transferase%3B_lipopolysaccharide_core_biosynthesis_protein:cds3570:-:851:NC_000913.3,WT0_WT120,waaZ,b3624
CDS:b3625:waaY:lipopolysaccharide_core_biosynthesis_protein:cds3571:-:698:NC_000913.3,WT0_WT120,waaY,b3625
CDS:b3626:waaR:lipopolysaccharide_1%2C2-glucosyltransferase%3B_UDP-glucose:glucosylLPS_alpha-1%2C2-glucosyltransferase:cds3572:-:1016:NC_000913.3,WT0_WT120,waaR,b3626
CDS:b3628:waaB:lipopolysaccharide_1%2C6-galactosyltransferase%3B_UDP-D-galactose:glucosyllipopolysaccharide-1%2C6-D-galactosyltransferase:cds3574:-:1079:NC_000913.3,WT0_WT120,waaB,b3628
CDS:b3629:waaS:lipopolysaccharide_rhamnose:KdoIII_transferase%3B_lipopolysaccharide_core_biosynthesis_protein:cds3575:-:935:NC_000913.3,WT0_WT120,waaS,b3629
CDS:b3630:waaP:kinase_that_phosphorylates_core_heptose_of_lipopolysaccharide:cds3576:-:797:NC_000913.3,WT0_WT120,waaP,b3630
CDS:b3631:waaG:UDP-glucose:heptosyllipopolysaccharide_alpha-1%2C3-glucosyltransferase%3B_lipopolysaccharide_core_biosynthesis_protein%3B_lipopolysaccharide_glucosyltransferase_I:cds3577:-:1124:NC_000913.3,WT0_WT120,waaG,b3631
AS_CDS:b3631:waaG:UDP-glucose:heptosyllipopolysaccharide_alpha-1%2C3-glucosyltransferase%3B_lipopolysaccharide_core_biosynthesis_protein%3B_lipopolysaccharide_glucosyltransferase_I:cds3577:-:1124:NC_000913.3,WT0_WT120,waaG,b3631
CDS:b3632:waaQ:lipopolysaccharide_core_biosynthesis_protein:cds3578:-:1034:NC_000913.3,WT0_WT120,waaQ,b3632
AS_CDS:b3632:waaQ:lipopolysaccharide_core_biosynthesis_protein:cds3578:-:1034:NC_000913.3,WT0_WT120,waaQ,b3632
"AS_IGR:(CDS,b3632,waaQ,lipopolysaccharide_core_biosynthesis_protein,cds3578,-,1034/CDS,b3633,waaA,3-deoxy-D-manno-octulosonic-acid_transferase_KDO_transferase,cds3579,+,1277):+:400:NC_000913.3",WT0_WT120,NA,NA
CDS:b3633:waaA:3-deoxy-D-manno-octulosonic-acid_transferase_KDO_transferase:cds3579:+:1277:NC_000913.3,WT0_WT120,waaA,b3633
CDS:b3634:coaD:pantetheine-phosphate_adenylyltransferase:cds3580:+:479:NC_000913.3,WT0_WT120,coaD,b3634
AS_CDS:b3634:coaD:pantetheine-phosphate_adenylyltransferase:cds3580:+:479:NC_000913.3,WT0_WT120,coaD,b3634
CDS:b3635:mutM:formamidopyrimidine/5-formyluracil/_5-hydroxymethyluracil_DNA_glycosylase:cds3581:-:809:NC_000913.3,WT0_WT120,mutM,b3635
"IGR:(CDS,b3635,mutM,formamidopyrimidine/5-formyluracil/_5-hydroxymethyluracil_DNA_glycosylase,cds3581,-,809/CDS,b3636,rpmG,50S_ribosomal_subunit_protein_L33,cds3582,-,167):+:46:NC_000913.3",WT0_WT120,NA,NA
"AS_IGR:(CDS,b3635,mutM,formamidopyrimidine/5-formyluracil/_5-hydroxymethyluracil_DNA_glycosylase,cds3581,-,809/CDS,b3636,rpmG,50S_ribosomal_subunit_protein_L33,cds3582,-,167):+:46:NC_000913.3",WT0_WT120,NA,NA
CDS:b3636:rpmG:50S_ribosomal_subunit_protein_L33:cds3582:-:167:NC_000913.3,WT0_WT120,rpmG,b3636
AS_CDS:b3636:rpmG:50S_ribosomal_subunit_protein_L33:cds3582:-:167:NC_000913.3,WT0_WT120,rpmG,b3636
CDS:b3637:rpmB:50S_ribosomal_subunit_protein_L28:cds3583:-:236:NC_000913.3,WT0_WT120,rpmB,b3637
AS_CDS:b3637:rpmB:50S_ribosomal_subunit_protein_L28:cds3583:-:236:NC_000913.3,WT0_WT120,rpmB,b3637
"IGR:(CDS,b3637,rpmB,50S_ribosomal_subunit_protein_L28,cds3583,-,236/CDS,b3638,yicR,UPF0758_family_protein,cds3584,-,668):+:165:NC_000913.3",WT0_WT120,NA,NA
"AS_IGR:(CDS,b3637,rpmB,50S_ribosomal_subunit_protein_L28,cds3583,-,236/CDS,b3638,yicR,UPF0758_family_protein,cds3584,-,668):+:165:NC_000913.3",WT0_WT120,NA,NA
CDS:b3638:yicR:UPF0758_family_protein:cds3584:-:668:NC_000913.3,WT0_WT120,yicR,b3638
CDS:b3639:dfp:fused_4'-phosphopantothenoylcysteine_decarboxylase/phosphopantothenoylcysteine_synthetase%2C_FMN-binding:cds3585:+:1220:NC_000913.3,WT0_WT120,NA,NA
CDS:b3640:dut:deoxyuridinetriphosphatase:cds3586:+:455:NC_000913.3,WT0_WT120,dut,b3640
"IGR:(CDS,b3640,dut,deoxyuridinetriphosphatase,cds3586,+,455/CDS,b3641,slmA,nucleoid_occlusion_factor%2C_anti-FtsZ_division_inhibitor,cds3587,+,596):+:55:NC_000913.3",WT0_WT120,NA,NA
CDS:b3641:slmA:nucleoid_occlusion_factor%2C_anti-FtsZ_division_inhibitor:cds3587:+:596:NC_000913.3,WT0_WT120,slmA,b3641
CDS:b3642:pyrE:orotate_phosphoribosyltransferase:cds3588:-:641:NC_000913.3,WT0_WT120,pyrE,b3642
AS_CDS:b3642:pyrE:orotate_phosphoribosyltransferase:cds3588:-:641:NC_000913.3,WT0_WT120,pyrE,b3642
CDS:-:rph:-:cds3589:-:47:NC_000913.3,WT0_WT120,rph,NA
gene:b3643:rph:-:gene3722:-:715:NC_000913.3,WT0_WT120,NA,NA
CDS:-:rph:-:cds3589:-:668:NC_000913.3,WT0_WT120,rph,NA
"AS_IGR:(CDS,-,rph,-,cds3589,-,668/CDS,b3644,yicC,UPF0701_family_protein,cds3590,+,863):+:85:NC_000913.3",WT0_WT120,NA,NA
CDS:b3644:yicC:UPF0701_family_protein:cds3590:+:863:NC_000913.3,WT0_WT120,yicC,b3644
AS_CDS:b3644:yicC:UPF0701_family_protein:cds3590:+:863:NC_000913.3,WT0_WT120,yicC,b3644
AS_CDS:b3645:dinD:DNA_damage-inducible_protein:cds3591:+:824:NC_000913.3,WT0_WT120,dinD,b3645
AS_CDS:b3647:ligB:DNA_ligase%2C_NAD+-dependent:cds3593:-:1682:NC_000913.3,WT0_WT120,ligB,b3647
CDS:b3648:gmk:guanylate_kinase:cds3594:+:623:NC_000913.3,WT0_WT120,gmk,b3648
AS_CDS:b3648:gmk:guanylate_kinase:cds3594:+:623:NC_000913.3,WT0_WT120,gmk,b3648
CDS:b3649:rpoZ:RNA_polymerase%2C_omega_subunit:cds3595:+:275:NC_000913.3,WT0_WT120,rpoZ,b3649
AS_CDS:b3649:rpoZ:RNA_polymerase%2C_omega_subunit:cds3595:+:275:NC_000913.3,WT0_WT120,rpoZ,b3649
CDS:b3650:spoT:bifunctional_pppGpp_synthetase_II/_guanosine-3'%2C5'-bis_pyrophosphate_3'-pyrophosphohydrolase:cds3596:+:2108:NC_000913.3,WT0_WT120,NA,NA
CDS:b3651:trmH:tRNA_mG18-2'-O-methyltransferase%2C_SAM-dependent:cds3597:+:689:NC_000913.3,WT0_WT120,NA,NA
CDS:b3652:recG:ATP-dependent_DNA_helicase:cds3598:+:2081:NC_000913.3,WT0_WT120,recG,b3652
AS_CDS:b3653:gltS:glutamate_transporter:cds3599:-:1205:NC_000913.3,WT0_WT120,gltS,b3653
CDS:b3654:xanP:xanthine_permease:cds3600:+:1391:NC_000913.3,WT0_WT120,xanP,b3654
AS_CDS:b3654:xanP:xanthine_permease:cds3600:+:1391:NC_000913.3,WT0_WT120,xanP,b3654
"IGR:(CDS,b3654,xanP,xanthine_permease,cds3600,+,1391/CDS,b3655,yicH,putative_inner_membrane-anchored_periplasmic_AsmA_family_protein,cds3601,+,1709):+:69:NC_000913.3",WT0_WT120,NA,NA
"AS_IGR:(CDS,b3657,yicJ,putative_transporter,cds3603,-,1382/tRNA,b3658,ID,selC,tRNA-Sec,id463,+,94):+:271:NC_000913.3",WT0_WT120,NA,NA
CDS:b4653:yicT:-:cds3604:+:131:NC_000913.3,WT0_WT120,yicT,b4653
CDS:b4555:yicS:putative_periplasmic_protein:cds3608:+:293:NC_000913.3,WT0_WT120,yicS,b4555
AS_CDS:b4555:yicS:putative_periplasmic_protein:cds3608:+:293:NC_000913.3,WT0_WT120,yicS,b4555
CDS:b3662:nepI:putative_transporter:cds3609:-:1190:NC_000913.3,WT0_WT120,nepI,b3662
AS_CDS:b3662:nepI:putative_transporter:cds3609:-:1190:NC_000913.3,WT0_WT120,nepI,b3662
"AS_IGR:(CDS,b3662,nepI,putative_transporter,cds3609,-,1190/CDS,b3663,yicN,DUF1198_family_protein,cds3610,-,452):+:159:NC_000913.3",WT0_WT120,NA,NA
CDS:b3667:uhpC:membrane_protein_regulates_uhpT_expression:cds3614:-:1319:NC_000913.3,WT0_WT120,uhpC,b3667
CDS:b3668:uhpB:sensory_histidine_kinase_in_two-component_regulatory_sytem_with_UhpA:cds3615:-:1502:NC_000913.3,WT0_WT120,uhpB,b3668
CDS:b3676:yidH:DUF202_family_inner_membrane_protein:cds3624:-:347:NC_000913.3,WT0_WT120,yidH,b3676
"AS_IGR:(CDS,b3676,yidH,DUF202_family_inner_membrane_protein,cds3624,-,347/CDS,b3677,yidI,inner_membrane_protein,cds3625,+,449):+:66:NC_000913.3",WT0_WT120,NA,NA
CDS:b3677:yidI:inner_membrane_protein:cds3625:+:449:NC_000913.3,WT0_WT120,yidI,b3677
AS_CDS:b3677:yidI:inner_membrane_protein:cds3625:+:449:NC_000913.3,WT0_WT120,yidI,b3677
AS_CDS:b3680:yidL:AraC_family_putative_transcriptional_regulator:cds3628:+:893:NC_000913.3,WT0_WT120,yidL,b3680
"AS_IGR:(CDS,b3685,yidE,putative_transporter,cds3632,-,1661/CDS,b3686,ibpB,heat_shock_chaperone,cds3633,-,428):+:144:NC_000913.3",WT0_WT120,NA,NA
"IGR:(CDS,b3687,ibpA,heat_shock_chaperone,cds3634,-,413/CDS,b3688,yidQ,DUF1375_family_outer_membrane_protein,cds3635,+,332):+:264:NC_000913.3",WT0_WT120,NA,NA
CDS:b3688:yidQ:DUF1375_family_outer_membrane_protein:cds3635:+:332:NC_000913.3,WT0_WT120,yidQ,b3688
CDS:b4478:dgoD:D-galactonate_dehydratase:cds3639:-:1148:NC_000913.3,WT0_WT120,dgoD,b4478
CDS:b3696:yidX:putative_lipoprotein:cds3643:+:656:NC_000913.3,WT0_WT120,yidX,b3696
AS_CDS:b3696:yidX:putative_lipoprotein:cds3643:+:656:NC_000913.3,WT0_WT120,yidX,b3696
CDS:b3697:yidA:sugar_phosphate_phosphatase:cds3644:-:812:NC_000913.3,WT0_WT120,yidA,b3697
AS_CDS:b3697:yidA:sugar_phosphate_phosphatase:cds3644:-:812:NC_000913.3,WT0_WT120,yidA,b3697
"AS_IGR:(CDS,b3698,yidB,DUF937_family_protein,cds3645,-,398/CDS,b3699,gyrB,DNA_gyrase%2C_subunit_B,cds3646,-,2414):+:188:NC_000913.3",WT0_WT120,NA,NA
CDS:b3699:gyrB:DNA_gyrase%2C_subunit_B:cds3646:-:2414:NC_000913.3,WT0_WT120,gyrB,b3699
AS_CDS:b3699:gyrB:DNA_gyrase%2C_subunit_B:cds3646:-:2414:NC_000913.3,WT0_WT120,gyrB,b3699
CDS:b3700:recF:gap_repair_protein:cds3647:-:1073:NC_000913.3,WT0_WT120,recF,b3700
AS_CDS:b3702:dnaA:chromosomal_replication_initiator_protein_DnaA%2C_DNA-binding_transcriptional_dual_regulator:cds3649:-:1403:NC_000913.3,WT0_WT120,dnaA,b3702
"IGR:(CDS,b3702,dnaA,chromosomal_replication_initiator_protein_DnaA%2C_DNA-binding_transcriptional_dual_regulator,cds3649,-,1403/CDS,b3703,rpmH,50S_ribosomal_subunit_protein_L34,cds3650,+,140):+:565:NC_000913.3",WT0_WT120,NA,NA
CDS:b3703:rpmH:50S_ribosomal_subunit_protein_L34:cds3650:+:140:NC_000913.3,WT0_WT120,rpmH,b3703
CDS:b3704:rnpA:protein_C5_component_of_RNase_P:cds3651:+:359:NC_000913.3,WT0_WT120,rnpA,b3704
CDS:b4557:yidD:membrane_protein_insertion_efficiency_factor%2C_UPF0161_family_inner_membrane_protein:cds3652:+:257:NC_000913.3,WT0_WT120,yidD,b4557
CDS:b3705:yidC:membrane_protein_insertase:cds3653:+:1646:NC_000913.3,WT0_WT120,yidC,b3705
"IGR:(CDS,b3705,yidC,membrane_protein_insertase,cds3653,+,1646/CDS,b3706,mnmE,tRNA_U34_5-methylaminomethyl-2-thiouridine_modification_GTPase,cds3654,+,1364):+:54:NC_000913.3",WT0_WT120,NA,NA
"IGR:(CDS,b3706,mnmE,tRNA_U34_5-methylaminomethyl-2-thiouridine_modification_GTPase,cds3654,+,1364/CDS,b3707,tnaC,tryptophanase_leader_peptide,cds3655,+,74):+:191:NC_000913.3",WT0_WT120,NA,NA
"AS_IGR:(CDS,b3706,mnmE,tRNA_U34_5-methylaminomethyl-2-thiouridine_modification_GTPase,cds3654,+,1364/CDS,b3707,tnaC,tryptophanase_leader_peptide,cds3655,+,74):+:191:NC_000913.3",WT0_WT120,NA,NA
CDS:b3707:tnaC:tryptophanase_leader_peptide:cds3655:+:74:NC_000913.3,WT0_WT120,tnaC,b3707
"IGR:(CDS,b3707,tnaC,tryptophanase_leader_peptide,cds3655,+,74/CDS,b3708,tnaA,tryptophanase/L-cysteine_desulfhydrase%2C_PLP-dependent,cds3656,+,1415):+:169:NC_000913.3",WT0_WT120,NA,NA
CDS:b3708:tnaA:tryptophanase/L-cysteine_desulfhydrase%2C_PLP-dependent:cds3656:+:1415:NC_000913.3,WT0_WT120,tnaA,b3708
"IGR:(CDS,b3708,tnaA,tryptophanase/L-cysteine_desulfhydrase%2C_PLP-dependent,cds3656,+,1415/CDS,b3709,tnaB,tryptophan_transporter_of_low_affinity,cds3657,+,1247):+:39:NC_000913.3",WT0_WT120,NA,NA
CDS:b3709:tnaB:tryptophan_transporter_of_low_affinity:cds3657:+:1247:NC_000913.3,WT0_WT120,tnaB,b3709
"IGR:(CDS,b3709,tnaB,tryptophan_transporter_of_low_affinity,cds3657,+,1247/CDS,b3710,mdtL,multidrug_efflux_system_protein,cds3658,+,1175):+:80:NC_000913.3",WT0_WT120,NA,NA
CDS:b3711:yidZ:putative_DNA-binding_transcriptional_regulator:cds3659:+:959:NC_000913.3,WT0_WT120,yidZ,b3711
CDS:b3712:yieE:phosphopantetheinyl_transferase_superfamily_protein:cds3660:+:749:NC_000913.3,WT0_WT120,yieE,b3712
CDS:b3713:chrR:chromate_reductase%2C_Class_I%2C_flavoprotein:cds3661:+:566:NC_000913.3,WT0_WT120,chrR,b3713
AS_CDS:b3713:chrR:chromate_reductase%2C_Class_I%2C_flavoprotein:cds3661:+:566:NC_000913.3,WT0_WT120,chrR,b3713
CDS:b3714:adeP:adenine_permease%2C_high_affinity%3B_adenine:H+_symporter:cds3662:-:1337:NC_000913.3,WT0_WT120,adeP,b3714
"AS_IGR:(CDS,b3714,adeP,adenine_permease%2C_high_affinity%3B_adenine,H+_symporter,cds3662,-,1337/CDS,b3715,yieH,phosphoenolpyruvate_and_6-phosphogluconate_phosphatase,cds3663,+,665):+:123:NC_000913.3",WT0_WT120,NA,NA
AS_CDS:b3715:yieH:phosphoenolpyruvate_and_6-phosphogluconate_phosphatase:cds3663:+:665:NC_000913.3,WT0_WT120,yieH,b3715
CDS:b3717:cbrC:UPF0167_family_protein:cds3665:+:587:NC_000913.3,WT0_WT120,cbrC,b3717
AS_CDS:b3717:cbrC:UPF0167_family_protein:cds3665:+:587:NC_000913.3,WT0_WT120,cbrC,b3717
AS_CDS:b3719:yieL:putative_xylanase:cds3667:-:1169:NC_000913.3,WT0_WT120,yieL,b3719
AS_CDS:b3722:bglF:fused_beta-glucoside-specific_PTS_enzymes:_IIA_component/IIB_component/IIC_component:cds3670:-:1877:NC_000913.3,WT0_WT120,bglF,b3722
CDS:b3724:phoU:negative_regulator_of_PhoR/PhoB_two-component_regulator:cds3672:-:725:NC_000913.3,WT0_WT120,phoU,b3724
CDS:b3725:pstB:phosphate_ABC_transporter_ATPase:cds3673:-:773:NC_000913.3,WT0_WT120,pstB,b3725
CDS:b3726:pstA:phosphate_ABC_transporter_permease:cds3674:-:890:NC_000913.3,WT0_WT120,pstA,b3726
